id,prediction
4077800507,588435.3
2725069150,720544.2
4008400035,747993.06
7016310270,432527.56
1432701230,214338.86
3278606050,341569.1
2473350710,424632.4
2185000685,167268.39
7792000025,299044.72
6868200029,494158.12
624069003,695551.8
7431500280,755260.7
3296000040,632694.9
1118001215,1087678.5
6453900040,736303.75
333100209,649433.8
34001765,455325.7
8946700100,354414.06
5561401210,588157.0
6671900095,402106.3
3275850020,642722.1
3876300600,361642.84
1450900020,259127.0
8562780280,325093.66
7663700973,345727.62
2126049032,408002.16
1823059159,176487.47
3438503426,235405.73
9297301495,574247.5
7140700850,369621.38
7942601805,727273.2
2555900030,373061.47
2887970040,295135.12
7419700010,510102.2
2239000011,365151.78
9283800050,305884.22
9407001340,272739.06
217500140,546721.0
7212660520,253173.55
3298201170,302786.25
3057000400,347076.44
6865200444,438693.72
6071600340,420563.12
6821600005,632751.0
1235100371,741490.1
7796450340,329493.1
3603000410,185834.83
9297300255,500226.38
9126100850,486786.97
2770601462,433856.6
2599001500,229737.5
1102000095,755483.3
1853080640,1000184.25
9551201585,928692.7
3438500796,269518.34
7518504291,480296.94
9269200340,401952.56
715010130,1603456.9
1982201485,568094.5
9526500080,431226.06
9277200180,454588.97
6669150280,292916.56
8917100153,584412.56
3760500516,1004200.4
2725069050,828624.4
3332000091,265443.88
8562770080,591749.4
8151601190,256263.94
8563040160,605659.9
240000269,892383.6
4307350200,317951.62
1311910300,281950.66
3574900030,544430.06
7853230570,451134.34
320069049,342945.88
9839301060,690785.56
7011201333,607895.25
2781320100,250587.44
3421069120,375839.38
7852030320,481630.78
5316101075,2406523.5
5309100750,513911.8
629000730,503281.66
511700170,315734.06
1562100030,614393.2
2489200230,545641.7
524069116,467247.25
5315100737,816912.8
1868900675,781723.56
1608000120,353415.0
705700240,334498.72
7575600610,260480.06
1778500015,687788.06
5423500240,191313.23
6713700025,322446.56
2734100734,294786.6
301402280,223319.73
2113700205,243467.62
4114601570,5918984.5
3332000615,275790.9
3630050180,381654.97
6852700520,473505.38
6870310010,609722.44
6163900981,367211.12
393000142,382006.0
1771100130,365869.16
1442860160,397826.22
9191200435,609087.2
6788200800,968025.06
1115300070,657863.5
3176600105,702953.9
2770604665,509340.94
5469500580,365728.9
5680000545,457264.3
3424089119,499679.0
1328300180,317472.0
1773100922,392812.1
4123830480,309844.6
9808610190,813966.25
4250200140,293260.1
4217402115,10147540.0
3831250350,343443.7
2397101055,710621.06
6817850110,867638.44
7526800200,580009.56
7853370100,637189.1
2523089025,768029.9
9476200680,282740.7
5714200140,381735.06
3575304895,515203.38
263000018,414333.62
8080400177,414094.62
6450304130,341736.9
514500090,508006.4
9477000300,456869.84
853600310,1339238.6
1951600240,212324.31
1099900120,354290.03
5323100120,461212.1
1223089016,434778.2
522059172,243718.98
1930300190,698479.94
9542840410,298866.22
8665050530,429082.22
5592900205,518444.06
5450300010,412549.47
2459960030,319505.2
3331500455,626179.5
3432500705,402481.12
3702900165,213174.64
5249803550,625796.9
626049058,446922.3
1788900380,189555.6
8075400360,219535.22
9113200250,706375.1
2738640040,700958.94
7821200307,467888.47
3530440140,240201.69
3582700130,477103.1
9276200569,681309.3
7197800020,558354.4
686200490,640197.5
3501600100,388562.03
6383000690,598652.25
7604400150,308938.16
5249801411,832747.0
2607720420,463906.1
9561100010,437978.47
1796370590,248053.3
4077800593,428233.94
854000165,228705.9
5536100010,501807.9
4188000670,750468.1
31000165,1422411.2
662350050,990481.3
4137000280,261356.94
6169901130,882828.56
1953400510,260714.17
7518506716,1071332.5
1552520010,405186.66
7955080270,296870.38
9212900100,417591.25
3438500798,277928.53
7899800890,209495.92
4319200605,369446.6
1329300480,358050.16
8935100100,800532.6
5016001260,326464.72
4337600280,282021.94
1446401220,211665.62
7135521530,624404.9
6888900115,252634.73
2413301070,292555.3
345700040,237403.02
5566100145,423336.1
7634800070,310555.75
9346910500,643888.44
3529300060,319467.72
8128600060,1136842.0
8572900275,225392.6
4139420590,2150963.0
9274200322,524418.3
1472700200,504009.8
8820903380,396891.72
8563010130,747197.4
8965450110,714181.1
9274204230,409230.84
8165501700,393409.7
2193340260,429194.34
1860600290,798868.5
1222000055,202876.17
2492200280,359849.06
2488200455,394519.94
809001520,870077.06
1796361140,237058.44
6398000011,775349.5
6813600365,570961.75
7504100920,768863.1
8835770330,642846.56
524059322,684699.7
4307330280,374635.2
1245002952,829748.06
2021069059,242153.27
5700000595,778862.3
3629970930,679075.25
3336002215,249442.48
5100401060,584028.1
3278600750,379135.53
1126069045,1091817.9
7568700175,332987.2
452001475,536853.0
9283800230,390974.8
1737300130,620078.9
6189600040,453271.62
3679400025,471252.9
1096100010,362336.06
9513900050,233528.56
5452800645,569821.06
273800100,235538.67
7228500037,420450.03
808300090,479302.2
2493200215,555532.4
5035300255,601100.2
3380900160,420194.3
3630000130,370277.97
7300400670,305851.56
6798100070,356531.5
8078400010,475545.0
5566100060,451638.88
2768200212,469169.97
4035900060,637077.3
9460000110,319256.66
7199320190,448645.44
2225039081,488381.44
9512200050,633906.44
2634500085,320117.62
3654800200,277462.7
2724079090,955761.4
2597520720,740003.06
3034200426,360226.75
984000130,314626.12
7852020670,462060.9
7923500060,705561.1
2310030510,280734.16
2205500540,508370.38
2493200015,352381.47
7853361420,571762.75
5652600605,500689.78
5285200020,330913.0
9406530150,350989.22
5706300020,436143.22
3278602490,407477.22
7197000100,495740.8
4447300008,490400.0
7899800045,235629.66
9250900095,362218.25
9268851740,516606.6
8682261440,475613.94
7284900385,926089.8
8079040300,410827.84
2225300585,437850.66
3223039013,484349.34
2013801350,245838.38
4055701110,831072.2
3578401770,396693.06
4046500720,587409.8
6145601745,365817.88
5207200195,562586.56
1972201856,552567.6
7212680080,250971.06
7277100510,558080.75
522079022,573441.94
5605000440,853953.2
6632300230,470271.5
8815400165,584520.7
6708200320,622513.5
2426059076,550008.8
3260200200,465258.3
2770601741,439938.88
4338800500,231324.61
9201000320,714901.4
7655900038,320723.9
3625059140,571651.0
4222310010,213384.14
2114700115,288286.75
3291800710,321558.78
9406590010,363686.56
3025059124,2946940.5
7972601250,372228.8
930000470,1093749.0
6690500060,495755.0
16000015,196035.69
5693501102,543550.2
8079040490,468785.78
7225000155,303422.5
8819900170,756588.6
7972601270,334966.7
1224069074,790677.3
5126900321,324570.72
3438501860,274437.34
2822069080,425001.1
1656600310,580283.94
3856900507,1247091.6
1626069139,476716.5
2524049257,1073360.4
3904960150,455583.28
7214820610,457148.34
7977201845,524279.78
2428100080,854702.75
2202500135,402589.4
1523550220,637549.56
2313900610,320008.34
4123840050,357460.25
2125059124,842617.8
1225039067,444937.16
6431500283,465777.75
2473380010,300445.12
5694501195,484586.38
2881700046,384938.62
6837820330,312217.25
2337300370,201641.67
3876540630,218647.64
626059317,360224.7
3374500520,339636.06
7228501903,339167.72
4019300051,572039.25
4232902615,618736.75
3546000090,250290.1
8127700215,845379.44
3438501100,332222.1
1769600066,764299.06
8146100610,395085.1
3052700695,555748.06
7954310210,659844.0
3761700053,3368784.0
1320069179,335191.97
1331900410,668463.0
7303100210,324772.62
2464400285,451695.28
6163901150,360922.4
8955800045,288018.8
2314300200,407628.78
9528104360,325127.12
4177100005,532734.6
8856960260,316493.16
1828001220,634531.9
3066400710,705481.06
624110610,847795.06
4040800260,414524.12
5019500215,522268.66
2481630180,1484074.1
7203170190,585598.7
510001280,932243.0
9430110120,671121.56
1565950030,332340.94
9828202255,793985.5
3878900270,557498.25
8091600080,202305.05
1112000035,270343.94
2228900270,309926.44
6648701740,297711.56
1245003740,517416.7
2174503441,508235.62
7708250010,328699.03
6072300110,578990.44
2329800140,269902.38
1494300040,485801.94
3832050130,294037.5
7203100730,735269.5
7199330170,401795.8
7785000220,651170.94
1250201175,392331.75
4054500180,895109.44
7905200061,416404.97
3751604895,176516.42
5220300140,292674.2
3323059027,353686.75
8651611980,814784.06
8673400190,458216.4
1668500100,795056.9
1023059365,665289.44
3308030060,331349.1
4232400860,971946.4
2144800615,234793.64
1568100920,1875639.8
9406510040,520920.62
2923049421,309097.6
1051000040,1071184.4
2077700042,587307.9
9423800030,263573.9
9818700455,755321.94
7133300675,376409.0
4113800550,585212.4
5553300375,1814712.1
2025701530,275278.25
7942601155,547447.75
7524300020,297466.34
2520069100,289671.88
5412300410,236236.05
7504110760,750091.06
2594200350,318536.78
2722059013,254817.31
8078430480,503155.9
1423069162,545861.9
8856001090,164663.34
7000100631,650619.7
4222200280,215770.19
7971300050,530119.5
2009001600,241493.92
6619910140,613368.1
2877100985,522457.47
1196000007,303117.06
1330850130,707807.44
6664900410,262098.77
1231001110,300996.9
9235900030,340990.75
9407101840,334103.06
9523103001,330685.22
2149800278,338297.44
7234601198,525572.3
9476700035,463316.72
9297301065,648294.56
518500700,764542.56
7843500090,333367.84
6056110780,345684.4
2345700260,330773.53
3509600070,247008.94
1431700280,340826.56
1623049174,276954.06
3024089049,332052.0
7853340450,410608.47
7732410360,682499.44
1446800995,316439.44
2946000285,240070.0
425079100,474942.22
3876313040,457178.84
1762600260,871258.6
1925069121,1040294.9
7443000480,783142.8
7820000015,405121.34
4027701253,516765.75
2826049165,328825.1
5426300060,738031.8
1278000210,158965.39
923000270,362542.75
7657600005,262407.4
3024079057,413778.4
3276180020,295697.2
7304300760,311622.03
3908100020,518204.34
8835400805,758709.3
4051150070,246693.25
3904930530,463114.4
6163900971,453241.38
7942600310,453062.03
4365700330,238452.67
423059207,278517.56
3992700265,331490.38
7177300090,430352.22
2540820010,613343.5
5700002510,1235123.0
5201000030,536840.2
7631800015,3740204.8
2922702965,704681.56
1525059198,925650.06
1245003160,665545.8
3810000455,303310.22
7855600080,567419.9
5701500030,1294333.6
7504020400,688393.06
1402600570,311098.22
7575610760,283006.16
8731990370,326479.97
5021900090,579309.7
290000075,476759.72
2841500010,378595.34
3955900830,438748.1
7852110140,539958.44
1311400350,258894.8
7773800015,508167.28
4123400320,540764.94
2725069157,812014.75
666000143,716361.25
5101408678,524219.78
6371000026,373007.4
2024059084,851866.8
7283900036,379366.28
8881900230,720196.56
3959400135,416737.88
7696610270,226722.98
1689400150,705280.6
5103900015,387269.06
1441000350,425518.2
5101408735,331220.84
3126059027,2552452.0
2320069014,391624.88
9541600015,741768.06
8682320420,582177.44
1562200090,598933.75
3395070980,565453.0
7349600230,255635.64
522049122,259551.4
869700060,303290.84
811000055,1259041.6
1221059176,437326.94
1523059103,629156.3
2025760210,553950.06
9218400088,387359.94
8682292020,450716.34
2623089135,476531.5
3758900259,964117.75
524069049,566141.5
3121500150,703830.6
5581400080,742174.94
8087800020,410083.3
4070700290,623279.8
3296000170,681162.5
9238500040,500654.94
2744600040,343488.56
6813600380,635683.9
6140100150,554484.4
2201500555,381896.72
2600110250,573277.9
4337000275,185691.86
1186000150,493586.34
1972201963,434696.5
1105000745,394047.66
2887700560,545963.94
4039700080,779059.2
522049104,255584.2
4202400078,254199.6
7520000695,197673.48
7714000310,360002.5
4319200060,536936.94
8624700015,634963.44
5104520610,290095.4
2354300845,259530.36
3824100291,502499.9
6151800612,232477.52
5454200080,1000927.56
6413600290,362284.22
2131200065,352889.94
1459920010,276910.22
50300090,416156.44
2326300090,505657.78
7714000070,359021.9
3630180500,1103377.1
1727850340,1074006.5
8691430330,972514.75
2310030390,254822.42
5561400610,527041.5
7010701016,379041.16
7883605915,253428.16
1282300995,357024.84
4040700310,499056.1
3353400435,242071.77
2143701015,477726.88
255450020,362699.4
1020069017,365846.84
4038200120,506956.66
9284801100,238827.06
1965200075,590613.9
847100047,560811.9
4038700720,460460.16
6815100085,680051.94
2508000020,264773.62
255520180,698629.8
6822100750,513991.7
869700050,325963.53
1775801405,556417.9
6600400090,218995.52
7202330270,451158.44
1683400165,887693.1
2625069070,858566.1
7625702440,386184.38
3388000640,224409.4
1899400365,281777.0
6899990200,906858.6
5569700020,807895.4
986000045,323968.0
3293700221,358482.72
3764800250,324951.7
2291400566,336870.25
4219401236,1450532.2
4239400840,178697.16
7211400990,227818.83
7696500280,203800.97
7215721070,480032.25
3204850140,359008.9
4322200220,586871.1
2566300100,875536.56
1944900090,419734.12
6648500390,272901.94
7385300020,679123.2
1704900135,369287.72
2877100655,718400.7
2726079098,610165.7
7625703800,374168.5
318300040,425563.22
7922800190,514740.75
2023049361,222105.05
8946400210,525911.25
6071600450,496420.66
4343800100,388605.38
1443300140,327769.97
1024039001,668202.3
2767704860,488649.3
7234600851,642099.7
644200065,693341.75
7784400035,805492.0
3826000560,226769.25
9272202260,360747.25
263000253,413888.53
3621059043,507670.78
240000130,401685.84
1352300120,223103.88
7849200861,291039.53
2487700130,448565.0
1796100140,270642.38
7234601221,536242.06
8651710190,432193.56
2916200091,578271.44
1232000915,460542.72
1545801970,280171.4
3211200420,314998.4
7686204675,198230.2
3141600210,173036.25
3959401284,485224.53
2113700825,300480.94
3876000710,431930.7
522069022,581215.5
3214200070,332230.97
1221039156,298013.8
259600790,535981.8
785000040,408223.62
8138870470,460590.16
2596300035,375387.3
540100057,1216724.6
3073500045,499894.9
5363200266,456718.66
8682261650,497860.53
3224510080,812201.4
3211270160,436075.03
9269200520,204838.19
293810190,464260.16
4197400043,290566.38
3026079031,362120.16
5332200405,879906.9
2473411210,298621.22
9268200315,535660.9
8123500050,478927.5
3221069091,524168.78
2485000165,547891.7
4058800215,828114.0
1926059039,908431.4
2533300680,927096.3
3343903640,343179.16
5700003705,1558280.6
2023049372,316663.44
4058800830,664501.94
3333002302,387102.53
2944500340,291080.3
1982200790,553604.6
8929000270,528334.8
8122101440,244297.02
7525530470,675245.75
9332800020,597397.5
3878900525,314504.9
5420300210,250825.81
9232900165,390337.34
6414100026,448060.5
3013300660,718925.7
7954300120,587208.75
1081200360,301039.12
2877102345,462888.3
2202500255,441961.16
7984400050,217226.83
9558020380,501463.47
7812801850,212671.66
8944460020,374704.5
2306400040,540904.2
8649400410,324641.0
7889602020,232197.89
2041000025,427883.7
871001484,568920.25
2767602141,507127.84
3630180470,711130.2
2769602140,484105.5
2473250280,303784.7
5422560660,487650.75
3756600240,318556.84
8651600160,746307.9
7202300540,759585.3
8961950250,406809.75
3303000130,466183.03
798000062,307274.47
1695900150,928321.7
1604730150,501914.62
4136930310,323785.16
8835401250,1640567.8
8665900328,436216.84
9262800255,281060.44
1853080570,725034.3
5556300114,786765.25
9517200290,437334.84
4037200295,528772.9
7417100123,396749.8
2620069077,178279.95
7922720040,622717.2
558100090,574204.8
257000037,324791.5
3319500385,506209.78
9297301520,277745.44
3580900090,326084.16
1321039076,188372.7
7227801581,304221.03
9407001620,337740.72
2130400150,350146.06
2312400200,241138.81
4046700210,382176.53
1193000480,826105.75
1492800296,421687.25
3013300017,414858.7
3630240140,574868.3
1049010390,358821.0
9320900420,174274.69
4315700060,292657.16
2591010290,337154.06
323089085,618376.94
6600400270,219407.12
2919701105,488866.53
7202360670,754730.06
8927600100,716016.3
3211700045,685626.25
4027701326,553794.2
1601600195,255121.5
7853280350,754950.3
3629970130,614082.75
7203120020,741407.4
9542900190,392232.62
8035350120,564769.06
1238501184,843634.94
251200240,453381.03
8945300200,192273.14
2162000160,1035077.7
5466310060,199137.62
1239400064,710071.0
5205000020,304609.2
1720800305,644188.75
7280300375,584305.0
2095800400,494786.25
7852010950,532254.2
1428001160,527024.9
9528104910,567561.6
8644210470,894603.4
7923300310,471829.88
254000100,558081.8
1931300688,410534.47
7007700030,404062.97
422049178,220629.58
422069067,409930.8
2923049393,353099.66
930000305,443109.94
2461900448,496574.56
2610100020,320758.16
2895550050,243568.4
7701700040,309904.28
2460900020,565428.2
9827700105,647714.94
1005000240,306975.44
7200001254,464078.22
866400040,571693.5
305000170,592992.2
2260800110,833994.75
3442000127,756279.1
5253300437,483356.3
7576700150,957186.2
5469501410,472304.84
5104531120,717828.8
723049434,373570.56
622069006,2083256.4
2517101200,322462.56
8159620160,253114.16
5561300640,476205.78
3317010130,214581.22
4364200250,298435.6
8732300060,804321.4
5603700025,864985.56
3585900190,1290701.0
3996900575,274668.8
8731801260,220493.48
3810000860,390863.34
5700003585,3906043.2
6332000050,390673.28
9286100250,419924.28
9471201110,966503.94
9290800050,571367.56
7300200400,629840.1
526069024,779274.7
1454600156,1039280.5
3904980360,466263.94
2626119062,302643.94
8651730290,449306.53
7611200195,698851.7
1919800260,652634.44
6632900354,329853.06
3972900195,320123.12
5151600170,275494.9
7016000440,458584.5
871000435,593663.3
9578060540,557147.44
2332700060,802223.9
766000240,267213.7
4363700200,243362.23
7100000250,261917.11
2781250560,212007.45
2781250100,326781.8
5419800220,249931.34
7147600245,255405.11
2926069083,768862.4
6189200125,772764.3
9542830160,304057.44
5152200020,250617.31
9412900045,490127.88
6600410480,194702.77
6979970080,599689.94
5636010280,258231.23
1732801300,723669.3
5561401530,557289.3
9578500510,341900.88
7304300906,352980.8
1223089077,547635.2
721049207,264233.03
8691330310,747478.2
1523069204,501645.22
3188100105,512377.62
6608500290,371354.44
2891400410,318918.25
7663700551,333747.34
5413200140,259293.86
425069139,568807.94
6713700155,354594.94
2767603505,392818.47
7789000080,248412.19
9211500620,237324.45
3750604417,188451.22
7922800320,500720.34
1471620240,394855.7
2222059052,390011.4
9551200270,884003.0
2767603160,521286.88
9406710060,355799.5
8929000250,366456.88
5538300120,425244.34
2223069120,510216.53
1652500060,1159127.1
8564500240,379621.78
3629700120,591369.1
3943600070,401673.22
4171200025,265832.22
2425049063,5217501.0
9828701650,313072.1
3581000340,320186.03
8100900015,330582.75
2125059161,1342444.5
304000380,210809.86
8146200070,1287240.6
686530170,487908.0
2917200645,435978.53
9547200530,553600.44
2122059199,411029.25
1150000740,616449.75
5706200060,267446.44
9265410010,219167.89
4083800555,506529.94
6152900332,404071.44
2520900301,246225.28
9828200790,419697.7
1657530180,313676.97
7471900045,273330.12
9828200460,480112.38
1775900140,457563.12
6139800430,481887.16
7214400005,485794.03
5332200026,435560.06
9510970300,861550.9
2540830020,426040.38
3392100140,192078.88
1326069191,380710.53
2125059112,950004.56
859000022,427294.03
8854100350,717971.25
121059007,208056.78
7977201707,458593.25
3859900060,2530283.0
8815400735,699054.4
705700530,337365.38
6600780130,352872.44
6378500105,410803.94
8143000310,470457.22
2877102330,578854.6
3526039074,552958.8
2115510300,261776.02
3024059014,4268642.5
2141330360,611863.7
546000400,552353.2
2071500011,463651.78
7972000240,208994.05
7016200460,502138.7
6204200180,445573.7
1552100135,905830.0
88000173,467913.0
2581900235,725944.8
9211500560,230172.81
621069218,472538.66
1321970240,295204.38
798000630,316503.4
421000285,241786.83
2824600180,808076.44
3832051140,300961.9
1237500105,650789.75
8802400906,272695.1
3166900270,380765.72
3682000060,338592.44
5469700020,301444.47
1245001820,458948.94
9547205660,531163.5
7974700122,717535.9
7550801225,506372.5
1099950050,829209.4
1402900460,338056.53
7636800041,1945600.9
2115720270,245121.06
8651441750,210667.36
3904100035,337558.47
8815400020,553723.44
3303860590,413957.22
5427110040,767548.8
1782000160,403591.2
6204420290,508741.88
3995700245,318480.6
7955040130,398692.56
1442880650,510439.9
8833510230,959434.44
7283900551,533549.6
4396000180,270544.84
7504021310,671920.8
322059264,304195.78
3654800040,276575.56
2767704777,469361.94
3278602190,363596.4
3236500220,486423.12
3410600100,273599.03
629410180,666419.75
3352402250,211384.83
4363700304,323062.16
7237550130,1283484.8
9808590210,989832.6
8074200175,300809.25
3463400330,395790.28
6306400140,710976.94
8564950250,609705.0
5381000070,229687.56
9826700697,502004.62
8132700190,412684.44
7943000020,193184.8
9547204675,527981.25
4112100101,424370.88
727500030,463128.97
114101426,381735.78
9274202005,665348.5
1193000380,819923.25
3039000020,440305.72
7852170130,633760.2
2624079010,561610.94
4137010540,307368.56
7576200012,959127.94
1138020020,299456.8
3969300030,192705.1
898000200,193415.42
5153100030,301977.94
5104532030,404813.53
4406000050,228176.73
9274203390,510173.22
8682290360,445835.94
6928600330,245007.23
4139680070,652955.6
6844702690,447920.78
2154970020,1631389.1
4385701285,1112281.2
2426059071,590953.06
2867300160,433486.44
9512500720,471653.5
1773101020,246997.17
8687800100,303513.94
3627800050,2050272.0
1604600227,321622.25
3300701170,440740.97
9250900111,506419.8
7015200790,538133.44
1311100490,239407.66
2469000010,916524.25
1982201596,475637.53
1862700290,288236.72
2586800270,210309.84
9528102772,470219.9
5490210200,365595.72
6669080020,418861.2
179003055,218822.03
1860600535,844763.7
1592000130,593956.6
3905040170,470512.4
9320500080,255944.72
9276200850,561478.7
224069114,581521.0
2260000340,604619.94
5096300130,441577.38
3432500215,415875.16
2600000050,723211.2
8856003839,219648.94
2492200435,315433.7
7855900110,1065836.6
6806100250,313431.47
2770603523,452789.03
1370800515,1769831.5
2726049150,469884.62
1226059161,516014.22
1068000375,7274673.0
9528104109,360326.06
5126310060,521865.38
1951820070,555009.2
1545805980,459676.53
9464700340,907615.7
4319200675,892730.06
7518500885,499241.75
7852020620,495479.9
869700370,348782.97
8643000190,248713.47
8902000267,551948.25
7972602435,245489.28
2050100210,855123.44
6705120540,461845.47
2767601390,651309.44
4141000490,1089094.4
9345400350,821564.56
3222079162,355169.62
7789000120,228656.4
6646200770,686631.94
6666800180,555580.06
1725800280,412396.03
6117500460,1469071.6
5470100220,236321.67
5457300478,470614.72
7550800195,489032.06
7787050180,584866.44
6204430250,545371.2
7640400250,530869.25
624110920,765150.1
3629920140,317924.97
7173700518,561251.1
3210200395,192794.06
2473480560,364659.0
2623089141,528797.06
1423800080,235328.28
2076400050,294568.53
3832060120,315608.22
7702600930,409186.34
5101404555,373686.38
3723800415,374861.06
3356403400,216956.66
9214400125,427338.44
1797500530,517560.78
9551201660,1176858.8
3878900815,416585.7
1760650280,305883.34
5466410030,228375.5
6388930620,636178.1
2331300395,703821.25
9412700160,273682.78
871001611,551090.44
3142600120,607407.3
3995700220,386797.34
2310000280,275410.34
8039900400,386722.1
7504021510,694463.44
1959700445,1560579.8
1556200155,626249.4
3629960590,341894.34
259000240,495470.47
662440020,374598.03
3123049142,453259.53
321100260,732665.6
6840701095,491976.75
3738900165,434314.84
4427100130,390186.25
9238500100,489888.16
6145601810,299980.16
2570300090,355230.6
4017600010,555288.75
1005000220,364311.75
1257202120,478785.03
9527000490,482821.9
8691400080,656171.75
1726069084,493536.44
248000240,209234.16
6113400046,333494.72
2130702350,429016.75
920069052,214927.95
6071300160,547993.6
1623049041,148014.62
9268200285,338800.12
1843100520,358960.62
2887700826,606086.25
9122000385,633841.2
9475700220,360323.3
2804600005,793518.44
2896400300,421976.9
5015000180,661944.75
3630220180,710351.4
8832900780,541017.7
1568100300,504800.62
8718500610,401878.6
4147200140,974824.06
1973700030,907271.25
8862000075,188313.42
9320990110,272449.97
1151100035,393639.75
2011000010,222461.81
1651500060,847984.25
446000190,561275.75
2344300220,858158.44
523049195,229127.25
9191200015,683332.4
7942601410,920603.0
7137800300,204804.58
7853300280,500611.5
6654700240,327352.0
569000050,568768.9
3584000180,234501.61
2026079055,332633.6
8898700880,269340.03
5075400150,656169.25
8731981360,352136.56
4222500020,222260.78
7996720050,628845.56
4077800094,528373.6
6446200365,548027.56
2824089053,485319.88
1311800220,220526.92
3522049063,642480.7
1721801280,226648.39
6131600240,200925.86
7202310040,532825.56
1123059125,607752.06
646910160,246239.14
5630500005,404064.88
3342100785,248320.75
9547205610,569648.8
1773100123,322679.44
3353400092,304754.75
217500015,434280.06
3649100031,387056.75
7896300150,267694.72
623049185,235472.19
1773100430,342582.38
1781500220,706389.25
3395380200,254134.64
2424059170,4084922.8
4389200765,1041522.9
1543000060,503116.56
6154900005,590419.56
2902200240,408637.28
1442880640,525225.6
8562770490,509162.22
2768300655,573736.8
3432501315,343523.62
5035300570,762220.9
3626039028,435012.1
3876540780,230944.81
327000100,989557.94
7551300065,441061.78
1312920060,244115.83
2215901230,271107.12
6306800010,429732.1
2767700022,415848.2
5589900610,613292.06
4320200020,580028.3
5249804655,682078.44
9238500480,516404.62
3885806565,921663.25
7905200205,447272.8
5727500102,325313.84
3585220070,367491.75
2078500210,594135.7
1839920050,361597.34
534000080,305316.2
856000255,492443.34
4141010110,1377698.0
9558040820,847584.9
7768700315,709844.2
2796100640,281680.03
1922059010,219257.16
3448000542,349263.28
3883100220,296429.3
7237301210,280020.5
3893100456,980013.25
9578501110,340572.78
6145601995,453075.44
4024100120,313267.12
8899000050,348464.78
3396820010,549410.1
6749700117,350757.34
1954400060,493747.8
3303970100,700463.75
2540850070,454360.97
3797000745,470876.9
7883603700,255971.08
3438501452,365699.28
3530210260,646092.4
3598600049,186630.5
731500170,322473.0
7129304375,195167.16
263000006,414704.4
7212660560,307849.1
1112700010,361004.34
3420069060,607874.94
2473000470,438165.62
8691390980,663581.1
6184700100,415193.16
4476400275,298385.22
2968801240,252118.22
1529300160,447190.94
7640400070,656032.8
7016100380,504920.5
2172000890,418098.9
4035900015,703491.06
9528104660,952933.6
507100005,429725.56
2783100160,437621.47
3629921140,794949.25
1099750610,241544.14
1330300451,1083194.2
2757000030,736783.56
2114700190,323831.78
